a (Top Surface Length),h (Height),e,phase
2.2,9.2,1.24,-226.08835874762562
7.6,9.3,2.25,-290.37326589693635
10.8,9.7,2.72,-346.5104171407526
10.5,9.3,2.25,-311.21695306547616
13.4,9.3,2.25,-335.29597812512895
7.9,9.0,2.53,-296.1826126246437
13.7,9.7,2.72,-369.7074665737453
3.6,9.8,2.72,-297.54794559676264
5.1,9.2,1.24,-229.79045003008147
7.0,9.8,2.72,-322.5830736252293
8.0,9.2,1.24,-235.04035518117325
10.9,9.2,1.24,-241.0432683066574
13.8,9.2,1.24,-249.62566560487625
4.2,9.3,1.24,-230.99689748031403
3.8,9.4,2.25,-268.68413010324207
10.8,9.0,2.53,-318.2969321450367
9.9,9.8,2.72,-343.570692595941
4.1,9.1,2.53,-270.8953714993602
7.1,9.3,1.24,-235.88837527711902
6.7,9.4,2.25,-287.39220392107694
7.0,9.1,2.53,-292.6302114076743
9.9,9.1,2.53,-314.0891700513784
12.8,9.1,2.53,-336.09037494958295
9.6,9.4,2.25,-307.6125171785557
12.5,9.4,2.25,-328.2904569285462
12.8,9.8,2.72,-362.6048249294086
10.0,9.3,1.24,-241.76111305650153
3.2,9.2,2.53,-267.9523072282468
12.9,9.3,1.24,-248.69368164688814
3.3,9.4,1.24,-232.29633479395437
6.2,9.4,1.24,-236.83354116306361
6.1,9.2,2.53,-289.1336175990298
9.0,9.2,2.53,-310.2246240530055
2.7,9.9,2.72,-294.5816252041187
2.4,9.5,2.25,-263.9982538036711
5.8,9.5,2.25,-284.68319923754314
6.1,9.9,2.72,-319.43086964526333
8.7,9.5,2.25,-303.6786741923568
11.9,9.2,2.53,-332.9016435561253
5.2,9.3,2.53,-285.46441875798575
11.6,9.5,2.25,-325.2028845876185
4.9,9.6,2.25,-281.86961745403767
8.1,9.3,2.53,-307.07114658911195
9.0,9.9,2.72,-338.9385842990648
9.1,9.4,1.24,-243.59371686328652
11.9,9.9,2.72,-359.8938301225586
4.7,10.0,2.72,-312.0734576705494
11.0,9.3,2.53,-328.3955711126589
7.8,9.6,2.25,-301.0982938231
10.7,9.6,2.25,-321.08937884508265
13.9,9.3,2.53,-351.82115571420286
12.0,9.4,1.24,-250.04030774840322
13.6,9.6,2.25,-344.02445315404805
4.3,9.4,2.53,-282.21386076177157
5.2,10.0,2.72,-315.91894551345115
5.3,9.5,1.24,-237.82106576711868
3.5,9.7,2.25,-276.4698385516702
8.2,9.5,1.24,-243.3949983748555
8.1,10.0,2.72,-336.84525556832205
11.0,10.0,2.72,-355.80292689226076
13.9,10.0,2.72,-378.1617948154972
3.8,10.1,2.72,-308.6895383488986
7.2,9.4,2.53,-303.49917402233984
10.1,9.4,2.53,-325.12166724378216
4.0,9.7,2.25,-279.4034867718984
13.0,9.4,2.53,-345.4292860753592
6.9,9.7,2.25,-298.01256683964743
2.9,9.5,2.53,-276.0836673527514
11.1,9.5,1.24,-249.63799696821718
7.2,10.1,2.72,-333.08817206692675
14.0,9.5,1.24,-257.4731668800249
9.8,9.7,2.25,-317.87470437270485
3.4,9.5,2.53,-279.2867551192623
4.4,9.6,1.24,-239.24966978291985
10.1,10.1,2.72,-352.9309746859269
12.7,9.7,2.25,-337.59504164144874
2.6,9.8,2.25,-274.3197834935838
6.3,9.5,2.53,-300.2168168369508
9.2,9.5,2.53,-320.5700069507135
13.0,10.1,2.72,-371.51804551121984
12.1,9.5,2.53,-342.2437111080012
6.0,9.8,2.25,-295.2007000665171
7.3,9.6,1.24,-244.18703294744307
2.9,10.2,2.72,-305.7482716366486
8.9,9.8,2.25,-314.05265281232477
11.8,9.8,2.25,-334.70619492432184
5.1,9.9,2.25,-292.41946114760873
6.3,10.2,2.72,-330.12531457843056
9.2,10.2,2.72,-349.6137645591353
12.1,10.2,2.72,-369.0128674688084
2.0,9.6,2.53,-273.37865069005755
5.4,9.6,2.53,-296.80822961900367
8.0,9.9,2.25,-311.3304078540094
8.3,9.6,2.53,-318.1143382101171
10.9,9.9,2.25,-330.85879076476783
10.2,9.6,1.24,-250.36880683368716
13.1,9.6,1.24,-257.3896079920059
3.0,9.7,1.24,-239.72979953122473
13.8,9.9,2.25,-352.5656011476856
11.2,9.6,2.53,-338.1650053892504
6.4,9.7,1.24,-244.9560928470977
3.7,10.0,2.25,-287.0632726486111
9.3,9.7,1.24,-251.10621095699952
7.1,10.0,2.25,-308.39742708658355
2.0,10.3,2.72,-302.6757243797163
4.5,9.7,2.53,-293.55884883599737
7.4,9.7,2.53,-314.220526940648
10.0,10.0,2.25,-327.860354926828
10.3,9.7,2.53,-334.94514170399225
12.2,9.7,1.24,-258.6763057140239
4.9,10.3,2.72,-323.03531834286906
2.1,9.8,1.24,-241.08948453845971
5.5,9.8,1.24,-245.99569498008498
8.3,10.3,2.72,-345.5149096166703
8.4,9.8,1.24,-251.8357941868118
13.2,9.7,2.53,-354.34095834851985
3.1,9.8,2.53,-286.9635904968429
11.3,9.8,1.24,-258.18695633071815
4.1,9.9,1.24,-246.39101385246494
4.6,9.9,1.24,-247.12466268108292
12.9,10.0,2.25,-346.67830198652933
11.2,10.3,2.72,-364.9548577047738
6.5,9.8,2.53,-310.93325689493486
4.0,10.4,2.72,-319.6220314258152
9.4,9.8,2.53,-330.60802977779457
7.4,10.4,2.72,-342.9926767444228
7.5,9.9,1.24,-252.36326808060022
10.4,9.9,1.24,-258.9941852162519
2.8,10.1,2.25,-284.7567906170459
6.2,10.1,2.25,-305.6692382661886
10.3,10.4,2.72,-361.8120878590253
13.3,9.9,1.24,-266.68558862033177
13.2,10.4,2.72,-380.16191511183706
3.1,10.5,2.72,-316.5558411519448
12.3,9.8,2.53,-351.5499566554327
2.2,9.9,2.53,-284.22514345956705
9.1,10.1,2.25,-324.7918392224856
3.2,10.0,1.24,-247.72112061999232
5.6,9.9,2.53,-307.70015221158513
12.0,10.1,2.25,-343.9487198232548
4.8,10.2,2.25,-299.8363927885453
8.5,9.9,2.53,-327.3511945771275
8.2,10.2,2.25,-321.8424171218624
6.6,10.0,1.24,-253.2976746310424
9.5,10.0,1.24,-259.3974037290277
11.4,9.9,2.53,-347.3963687392713
6.0,10.5,2.72,-336.6519285511884
12.4,10.0,1.24,-267.2655702346256
11.1,10.2,2.25,-340.1518854189506
9.4,10.5,2.72,-359.026954649468
4.2,10.0,2.53,-301.00301397151935
12.3,10.5,2.72,-377.5550703901191
2.3,10.1,1.24,-248.97339081572488
2.2,10.6,2.72,-313.6045723765708
14.0,10.2,2.25,-360.8634814532577
5.1,10.6,2.72,-333.60083112874446
8.5,10.6,2.72,-356.51492475447975
3.9,10.3,2.25,-297.43576299432476
7.3,10.3,2.25,-318.61985485665787
11.4,10.6,2.72,-373.69126410894194
5.7,10.1,1.24,-254.31005163757243
7.6,10.0,2.53,-324.6295646354577
4.2,10.7,2.72,-330.45856090634044
8.6,10.1,1.24,-260.18093937968416
11.5,10.1,1.24,-267.62513677037606
10.2,10.3,2.25,-337.5029908497078
7.1,10.7,2.72,-349.74294413981835
10.5,10.0,2.53,-344.63938168613555
13.1,10.3,2.25,-355.46804829219354
4.3,10.2,1.24,-254.5725630283288
7.6,10.7,2.72,-352.8955041887468
10.5,10.7,2.72,-371.08410869111617
13.4,10.0,2.53,-367.82922731045454
13.4,10.7,2.72,-394.70392436623365
7.7,10.2,1.24,-260.6493937799828
3.0,10.4,2.25,-295.09300881241916
10.6,10.2,1.24,-267.10121513262595
3.3,10.8,2.72,-327.2848704939326
6.2,10.8,2.72,-346.7820093968674
9.6,10.8,2.72,-368.4998555514379
5.9,10.4,2.25,-312.9316172305553
12.5,10.8,2.72,-386.8408297007405
3.3,10.1,2.53,-297.8832482452908
6.7,10.1,2.53,-321.4477462687012
13.5,10.2,1.24,-275.6555587006183
6.4,10.4,2.25,-315.9134680875825
9.3,10.4,2.25,-333.60777136956676
9.6,10.1,2.53,-341.21180530733136
12.5,10.1,2.53,-360.3922724184321
3.4,10.3,1.24,-255.71413146791508
6.8,10.3,1.24,-261.39388913769005
2.4,10.9,2.72,-324.37186192341557
5.3,10.9,2.72,-343.9975445013194
12.2,10.4,2.25,-352.9744788472123
8.7,10.9,2.72,-365.9280305221887
2.1,10.5,2.25,-293.3187269716136
9.7,10.3,1.24,-267.8319651719403
5.0,10.5,2.25,-310.21527864024654
8.4,10.5,2.25,-330.739411452797
11.6,10.9,2.72,-384.3810303378846
12.6,10.3,1.24,-274.81382819775484
4.4,11.0,2.72,-341.02228983707573
7.3,11.0,2.72,-359.51227919871036
10.7,11.0,2.72,-380.5637549609388
11.3,10.5,2.25,-349.3026849671656
2.5,10.4,1.24,-256.78181572041245
5.4,10.4,1.24,-261.5601834727422
4.1,10.6,2.25,-307.6040042581323
2.4,10.2,2.53,-295.18218979255516
13.6,11.0,2.72,-406.3245252033461
8.8,10.4,1.24,-268.2417979262348
5.3,10.2,2.53,-314.88170545597245
3.5,11.1,2.72,-338.31231253787996
5.8,10.2,2.53,-318.4638793623237
8.7,10.2,2.53,-338.2853749122112
7.5,10.6,2.25,-328.64258576535786
10.4,10.6,2.25,-346.7801483085906
11.6,10.2,2.53,-357.9076472895095
6.4,11.1,2.72,-356.84010133487226
4.4,10.3,2.53,-311.7207567511627
7.8,10.3,2.53,-334.6901480375862
10.7,10.3,2.53,-353.79367831110153
11.7,10.4,1.24,-276.0952550679976
13.6,10.3,2.53,-376.4222669729179
9.8,11.1,2.72,-377.98943592009545
3.5,10.4,2.53,-308.82972740311175
13.3,10.6,2.25,-368.70798317260954
6.9,10.4,2.53,-331.6993565725244
9.8,10.4,2.53,-351.2060736037624
3.2,10.7,2.25,-305.565746537765
12.7,10.4,2.53,-369.2561774301537
2.6,10.5,2.53,-306.24829639558044
4.5,10.5,1.24,-262.34419003627727
12.7,11.1,2.72,-396.3711003739819
7.9,10.5,1.24,-268.92720560670955
2.6,11.2,2.72,-335.1558862881908
6.1,10.7,2.25,-322.8152313681243
5.5,10.5,2.53,-325.5299407769305
5.5,11.2,2.72,-353.9681470493283
8.4,11.2,2.72,-372.4873465424176
10.8,10.5,1.24,-275.48135892833443
9.5,10.7,2.25,-343.01541689456405
8.9,11.2,2.72,-375.4572871600644
11.8,11.2,2.72,-393.8155366813563
12.4,10.7,2.25,-361.7883315547319
2.3,10.8,2.25,-303.3874294074965
8.9,10.5,2.53,-346.8697102342197
11.8,10.5,2.53,-366.90411402747867
4.6,10.6,2.53,-322.52709177374066
13.7,10.5,1.24,-283.5905521543205
4.6,11.3,2.72,-351.43162577062424
8.0,10.6,2.53,-345.1479840033982
5.2,10.8,2.25,-320.33302507280723
10.9,10.6,2.53,-362.97432459556336
3.6,10.6,1.24,-263.5775169158079
8.6,10.8,2.25,-341.23055842012474
7.5,11.3,2.72,-369.17186959500555
11.5,10.8,2.25,-359.52294026646683
10.9,11.3,2.72,-389.729647970164
4.3,10.9,2.25,-317.955556526121
13.8,11.3,2.72,-415.2519276407582
6.5,10.6,1.24,-268.6081825566664
13.8,10.6,2.53,-384.8712254248718
3.7,10.7,2.53,-319.64907672512516
7.0,10.6,1.24,-269.6282474562841
9.9,10.6,1.24,-275.9047339422468
3.7,11.4,2.72,-348.8023216896778
12.8,10.6,1.24,-284.14122694767707
2.7,10.7,1.24,-264.87110257758354
5.6,10.7,1.24,-269.5698338071291
7.2,10.9,2.25,-335.32379976393923
10.6,10.9,2.25,-355.8998624962886
9.0,10.7,1.24,-276.4551002924555
13.5,10.9,2.25,-377.01727728072126
11.9,10.7,1.24,-283.499382478514
6.6,10.7,2.53,-338.51800370050387
3.4,11.0,2.25,-315.49964478423436
4.7,10.8,1.24,-270.4590250479068
6.3,11.0,2.25,-332.7345139054963
9.7,11.0,2.25,-353.46154916122566
10.0,10.7,2.53,-360.45933207549876
12.6,11.0,2.25,-370.49546544945224
12.9,10.7,2.53,-378.2697132006967
2.5,11.1,2.25,-313.6804533514795
8.1,10.8,1.24,-278.3838149124477
11.0,10.8,1.24,-284.7550007491119
13.9,10.8,1.24,-291.8511172926748
2.8,10.8,2.53,-317.09584183152947
5.7,10.8,2.53,-335.60416862495674
6.6,11.4,2.72,-366.5981541258771
3.8,10.9,1.24,-271.6863724154799
10.0,11.4,2.72,-387.2829777722409
6.7,10.9,1.24,-276.9268383923428
5.4,11.1,2.25,-330.4311989171571
9.1,10.8,2.53,-357.390416404516
12.9,11.4,2.72,-405.7989276564454
10.1,10.9,1.24,-284.8319089654158
13.0,10.9,1.24,-292.43548466375785
8.8,11.1,2.25,-349.792623199447
11.7,11.1,2.25,-368.3524956642742
12.0,10.8,2.53,-375.42136140200756
4.5,11.2,2.25,-327.94738482009075
2.9,11.0,1.24,-272.9767236180272
2.8,11.5,2.72,-345.9214864539194
5.7,11.5,2.72,-364.28673911167374
7.4,11.2,2.25,-344.87964603290953
4.8,10.9,2.53,-332.88109278141457
5.8,11.0,1.24,-277.742508550408
7.7,10.9,2.53,-351.1487194681671
9.2,11.0,1.24,-285.83608114312284
10.8,11.2,2.25,-364.91392220662084
8.2,10.9,2.53,-354.7215060336223
8.6,11.5,2.72,-381.7556695107952
13.7,11.2,2.25,-385.4322680649496
12.1,11.0,1.24,-291.78922403025433
2.0,11.1,1.24,-274.4633144521942
3.6,11.3,2.25,-325.74187189323567
4.9,11.1,1.24,-278.6955483143989
11.1,10.9,2.53,-371.9287142035382
6.5,11.3,2.25,-342.39625891137746
14.0,10.9,2.53,-392.6556585055468
12.0,11.5,2.72,-404.19012566443274
9.9,11.3,2.25,-362.115070769142
12.8,11.3,2.25,-378.9422777963359
4.8,11.6,2.72,-361.4577130297112
2.7,11.4,2.25,-323.6976444539811
3.9,11.0,2.53,-329.92461908684686
7.8,11.1,1.24,-284.11558911814427
7.7,11.6,2.72,-378.78348867039193
8.3,11.1,1.24,-286.1937370779201
5.6,11.4,2.25,-339.9502066959835
6.8,11.0,2.53,-348.29796127495007
11.2,11.1,1.24,-292.0406984947376
11.1,11.6,2.72,-399.33604617892524
10.2,11.0,2.53,-369.42077142883466
4.0,11.2,1.24,-279.6176217873757
6.9,11.2,1.24,-284.953566412992
8.5,11.4,2.25,-357.1927960264013
14.0,11.6,2.72,-426.0466668679777
3.9,11.7,2.72,-359.1604074975614
10.3,11.2,1.24,-293.2488173474121
13.1,11.0,2.53,-386.93065003246727
3.0,11.1,2.53,-327.61531768428733
11.9,11.4,2.25,-376.7200822738016
4.7,11.5,2.25,-337.7699104436891
7.6,11.5,2.25,-354.95902474498
13.2,11.2,1.24,-300.7387919454498
5.9,11.1,2.53,-345.68992380967524
9.3,11.1,2.53,-366.64343786039484
11.0,11.5,2.25,-373.5718633634435
6.8,11.7,2.72,-376.4434474610776
12.2,11.1,2.53,-384.5341043382656
3.1,11.3,1.24,-280.86095183695573
2.1,11.2,2.53,-324.8879768146823
6.0,11.3,1.24,-285.95848475119885
9.7,11.7,2.72,-393.6670233467624
5.0,11.2,2.53,-342.87385000134753
9.4,11.3,1.24,-293.6208779220374
13.9,11.5,2.25,-393.1983878478887
12.3,11.3,1.24,-299.9224026761543
13.1,11.7,2.72,-418.09307822511323
3.0,11.8,2.72,-356.35244505199677
2.2,11.4,1.24,-282.13795316629944
5.1,11.4,1.24,-286.6983835835606
7.9,11.2,2.53,-361.3597709381193
3.8,11.6,2.25,-335.52863908669946
11.3,11.2,2.53,-380.78808545307686
6.7,11.6,2.25,-352.0693437000676
8.0,11.4,1.24,-292.53514044648347
11.4,11.4,1.24,-301.2347185821963
4.2,11.5,1.24,-287.80765628783604
4.1,11.3,2.53,-340.3499133672274
7.0,11.3,2.53,-358.212362649947
10.4,11.3,2.53,-378.402779559465
9.6,11.6,2.25,-368.78214237233124
10.1,11.6,2.25,-371.46760709578706
7.1,11.5,1.24,-293.0876074998596
5.9,11.8,2.72,-373.99939143458545
10.5,11.5,1.24,-300.59513627080224
8.8,11.8,2.72,-391.3519012412934
13.3,11.3,2.53,-402.36862821247314
12.2,11.8,2.72,-415.49207016108073
13.0,11.6,2.25,-387.80370753702766
2.1,11.9,2.72,-353.8361219508934
13.4,11.5,1.24,-308.4350071656026
2.9,11.7,2.25,-333.79302699791185
3.3,11.6,1.24,-288.78155329416865
5.0,11.9,2.72,-371.3847538837077
5.8,11.7,2.25,-349.5143680007279
8.7,11.7,2.25,-366.3267624156856
7.9,11.9,2.72,-388.29399329747605
3.2,11.4,2.53,-337.9262008303424
10.8,11.9,2.72,-406.15044347161347
11.3,11.9,2.72,-409.4982897817709
6.2,11.6,1.24,-293.8386079381786
6.1,11.4,2.53,-355.4507703993241
4.1,12.0,2.72,-369.24804219741424
9.1,11.6,1.24,-301.0274071124377
12.5,11.6,1.24,-309.0023374791274
2.4,11.7,1.24,-290.01570335271265
5.3,11.7,1.24,-294.9453982421213
12.1,11.7,2.25,-385.6638638339037
9.0,11.4,2.53,-373.19180464000976
2.0,11.8,2.25,-332.2300273780005
7.0,12.0,2.72,-385.939197674661
8.2,11.7,1.24,-301.6240742717775
9.9,12.0,2.72,-403.6879424703268
11.6,11.7,1.24,-308.3694992158474
9.5,11.4,2.53,-375.8739720795664
4.4,11.8,1.24,-295.6477461586975
13.3,12.0,2.72,-438.06999216806736
12.4,11.4,2.53,-393.8307664088976
2.3,11.5,2.53,-335.3199232573537
4.9,11.8,2.25,-347.6386582145013
5.2,11.5,2.53,-352.9476205677896
7.3,11.8,1.24,-302.28455258206566
8.1,11.5,2.53,-370.8383106550614
7.8,11.8,2.25,-364.32557273986134
11.5,11.5,2.53,-391.50181364373725
3.2,12.1,2.72,-366.7493705641591
11.2,11.8,2.25,-383.6966783511311
10.2,11.8,1.24,-307.55295778089175
10.7,11.8,1.24,-309.56526657484943
4.0,11.9,2.25,-345.63981164442436
4.3,11.6,2.53,-350.4429542090856
7.2,11.6,2.53,-367.6245344006698
13.6,11.8,1.24,-316.9161699289531
6.1,12.1,2.72,-383.9775464326647
3.5,11.9,1.24,-296.83155327582506
6.9,11.9,2.25,-361.2983585443053
6.4,11.9,1.24,-301.84844587561975
9.3,11.9,1.24,-307.88587744484767
10.6,11.6,2.53,-387.82316643067344
12.7,11.9,1.24,-316.0764198499835
9.8,11.9,2.25,-377.62492278918097
13.5,11.6,2.53,-413.63014524178755
3.4,11.7,2.53,-348.1994429905724
13.2,11.9,2.25,-403.7656763468746
6.3,11.7,2.53,-365.22987672673594
2.6,12.0,1.24,-297.9907655417251
9.2,11.7,2.53,-382.2908482210388
3.1,12.0,2.25,-343.6469104919547
9.0,12.1,2.72,-401.0477315131968
6.0,12.0,2.25,-359.35328511496493
8.9,12.0,2.25,-375.5684360915742
5.5,12.0,1.24,-302.6569550361501
12.3,12.0,2.25,-394.72210263717614
8.4,12.0,1.24,-309.7172218971885
2.2,12.1,2.25,-341.9233838127142
11.8,12.0,1.24,-317.39144937455296
12.4,12.1,2.72,-424.51611392875407
2.3,12.2,2.72,-364.1804191829032
4.6,12.1,1.24,-303.8284751435692
5.2,12.2,2.72,-381.5655208394627
5.1,12.1,2.25,-357.17222765577003
7.5,12.1,1.24,-309.3616058721937
10.4,12.1,1.24,-316.3651905154438
8.1,12.2,2.72,-399.3471738181311
8.0,12.1,2.25,-373.6349384761463
12.6,11.7,2.53,-404.570512236499
11.0,12.2,2.72,-416.3362319841502
4.3,12.3,2.72,-378.9315800248667
13.8,12.1,1.24,-324.3866215035708
7.2,12.3,2.72,-396.46171311946955
2.5,11.8,2.53,-345.55592337754615
3.7,12.2,1.24,-304.6358906908386
5.4,11.8,2.53,-362.9163898366121
10.9,12.1,2.25,-388.82909713283635
8.3,11.8,2.53,-379.99356044064865
10.1,12.3,2.72,-415.5425513351428
11.7,11.8,2.53,-402.6191668079054
13.5,12.3,2.72,-451.9162587520499
4.2,12.2,2.25,-355.2114048799582
4.5,11.9,2.53,-360.51545879307673
7.1,12.2,2.25,-370.804218037469
10.0,12.2,2.25,-386.7471659545166
3.4,12.4,2.72,-376.6092794965886
13.4,12.2,2.25,-411.5379696854847
6.6,12.2,1.24,-309.88211131985963
6.3,12.4,2.72,-393.5408828464409
3.3,12.3,2.25,-353.2018982781731
9.2,12.4,2.72,-410.9922545406939
7.4,11.9,2.53,-377.1765406511303
6.2,12.3,2.25,-368.77863389235745
10.3,11.9,2.53,-394.11986453050184
13.7,11.9,2.53,-423.0357677845018
9.1,12.3,2.25,-384.635717206278
12.0,12.3,2.25,-401.30085253424727
12.5,12.3,2.25,-404.00027372950547
9.5,12.2,1.24,-315.9542808048037
3.6,12.0,2.53,-358.27580207698105
12.1,12.4,2.72,-434.7040377621553
2.5,12.5,2.72,-374.5166945283541
2.4,12.4,2.25,-351.5692543105391
5.3,12.4,2.25,-366.84221187579533
8.2,12.4,2.25,-382.5719514065056
12.9,12.2,1.24,-325.0039496342687
2.8,12.3,1.24,-305.7842916354271
11.1,12.4,2.25,-398.0560210424801
5.4,12.5,2.72,-391.31026026055656
5.7,12.3,1.24,-311.11189613728243
4.4,12.5,2.25,-364.7808066064667
7.3,12.5,2.25,-380.12516207251247
6.5,12.0,2.53,-374.8149491351533
10.2,12.5,2.25,-396.0294254373898
13.6,12.5,2.25,-422.54883575093277
8.3,12.5,2.72,-409.3291811860496
9.4,12.0,2.53,-391.6021644806154
12.8,12.0,2.53,-413.29214049053076
3.5,12.6,2.25,-363.2679706361555
6.4,12.6,2.25,-378.09936853986045
2.7,12.1,2.53,-355.8335491294841
8.6,12.3,1.24,-317.6044863515315
9.3,12.6,2.25,-394.031519428743
12.2,12.6,2.25,-412.24444449209847
5.6,12.1,2.53,-372.7753423229893
8.5,12.1,2.53,-389.438273332343
11.2,12.5,2.72,-429.0135811733622
11.5,12.3,1.24,-323.18763767017185
4.8,12.4,1.24,-311.8517069721166
11.4,12.1,2.53,-407.5024069289561
2.6,12.7,2.25,-361.48313737114154
5.5,12.7,2.25,-376.1589776471078
4.5,12.6,2.72,-389.0452693279831
7.7,12.4,1.24,-317.3849898570993
7.4,12.6,2.72,-405.4688536444468
10.6,12.4,1.24,-323.6216423058131
11.9,12.1,2.53,-410.66509800341225
8.4,12.7,2.25,-391.8502713661009
4.7,12.2,2.53,-370.51101156331225
7.6,12.2,2.53,-386.6448863317067
11.3,12.7,2.25,-408.7837051793574
10.5,12.2,2.53,-403.7778539185208
13.9,12.2,2.53,-433.73110981200693
14.0,12.4,1.24,-332.06953508233863
10.3,12.6,2.72,-424.3490678695874
3.8,12.3,2.53,-368.19023235127537
13.2,12.6,2.72,-451.016522428756
3.9,12.5,1.24,-312.5938647955825
4.6,12.8,2.25,-374.53740316118774
13.7,12.6,2.72,-465.36653757491416
7.5,12.8,2.25,-390.0096867727652
10.4,12.8,2.25,-405.3845992570642
6.7,12.3,2.53,-384.4216040114112
6.8,12.5,1.24,-318.767563855636
13.3,12.8,2.25,-431.1924315634718
3.7,12.9,2.25,-372.773046274865
9.6,12.3,2.53,-401.4650713288555
9.7,12.5,1.24,-324.03189290084583
12.6,12.5,1.24,-330.71099057510634
3.6,12.7,2.72,-386.77391923440086
13.0,12.3,2.53,-425.8531076800467
6.6,12.9,2.25,-387.47199489869877
13.1,12.5,1.24,-333.5837403609608
9.5,12.9,2.25,-403.3914451836699
3.0,12.6,1.24,-313.6188648237792
6.5,12.7,2.72,-402.82408171883986
9.4,12.7,2.72,-421.4156058449041
12.3,12.7,2.72,-447.46580174739336
12.4,12.9,2.25,-420.82946971397706
2.9,12.4,2.53,-366.1511017917125
5.9,12.6,1.24,-318.6473838860072
5.8,12.4,2.53,-382.3204833982191
2.7,12.8,2.72,-384.64710939078947
8.7,12.4,2.53,-398.95165013286794
8.8,12.6,1.24,-324.69795987052225
11.6,12.4,2.53,-420.33760367817
5.6,12.8,2.72,-401.09651418959385
8.5,12.8,2.72,-418.74890891591855
11.4,12.8,2.72,-439.07412467811645
4.7,12.9,2.72,-398.8687771908719
7.6,12.9,2.72,-416.1459419273697
11.7,12.6,1.24,-331.1193639330556
2.1,12.7,1.24,-315.2259338738563
10.5,12.9,2.72,-435.3114293134785
2.3,13.0,2.25,-368.62145459855236
13.4,12.9,2.72,-475.56393636363475
5.0,12.7,1.24,-319.5720816120456
2.8,13.0,2.25,-371.0953698394583
7.9,12.7,1.24,-326.3824676357346
5.7,13.0,2.25,-385.54709508890505
3.8,13.0,2.72,-396.70685509917337
10.8,12.7,1.24,-332.0009924100522
8.6,13.0,2.25,-401.15167365890727
6.7,13.0,2.72,-414.00443893224184
4.1,12.8,1.24,-320.78211763102865
2.0,12.5,2.53,-364.0420482894901
4.9,12.5,2.53,-379.9664557461279
11.5,13.0,2.25,-419.67846645257134
7.8,12.5,2.53,-396.11286740227206
7.0,12.8,1.24,-327.1023052764585
10.7,12.5,2.53,-413.88309944294946
4.0,12.6,2.53,-377.8992467567053
6.9,12.6,2.53,-393.84096388148055
