a,h,e,angle
3.1,5.4,2.53,-142.45684726445458
10.4,17.9,2.25,131.12761305847118
5.6,19.4,2.53,119.38317623536358
9.5,7.8,1.24,160.02714136561374
3.8,5.7,2.72,-156.45418471430588
7.5,4.0,2.72,-110.25036936805898
2.1,11.2,2.53,35.122334002414206
4.7,13.7,2.25,-40.26731878297085
5.2,6.4,2.25,-177.55489046551344
8.3,6.0,1.24,-149.57474948350531
4.6,7.7,2.25,141.85871374022744
6.3,17.5,2.72,160.26577752664036
11.2,11.1,1.24,67.95677836475978
7.2,8.0,1.24,158.20072399985904
2.5,17.7,1.24,-81.39687976930017
7.0,2.5,2.72,-63.23058357912077
7.9,14.9,1.24,-20.204132668603084
12.2,18.4,2.53,50.78742847906242
5.8,7.3,2.53,139.42189779846183
12.2,11.8,2.72,-55.492070161080704
9.1,10.1,2.25,35.20816077751445
2.5,13.3,2.25,-18.23444893791147
5.1,17.9,2.72,161.60914924408195
9.3,17.7,2.25,153.89281027798629
8.0,14.3,1.24,-5.491318316287624
4.4,8.8,2.72,90.12277616699592
4.9,5.9,2.72,-168.67415791842825
11.6,13.1,2.72,-96.6528292361012
9.7,15.4,2.25,-124.516742959991
3.7,15.1,2.25,-74.56015062698668
10.9,8.4,2.72,50.66182951147898
7.1,6.3,2.72,161.79561678383035
7.8,13.2,2.72,-66.55588359894006
10.8,9.0,2.53,41.70306785496331
7.1,4.2,1.24,-102.9030815114163
2.1,15.6,2.25,-81.20961790705387
2.8,13.7,2.72,-51.63965467293699
9.3,19.9,2.25,78.46775508887214
7.6,7.8,2.72,99.01820798877289
13.3,7.7,1.24,154.47433829147835
3.1,3.2,2.72,-80.0917595165007
6.7,10.9,1.24,83.01204645908915
8.8,7.4,2.72,103.38932307655728
3.2,11.4,2.53,22.0737991696576
13.0,16.0,1.24,-59.594485716504416
9.9,16.4,2.53,166.203862425753
13.1,6.6,2.72,93.73458076528205
9.9,12.0,2.72,-43.73939747282083
2.1,13.4,2.53,-31.01503500882444
6.0,4.0,1.24,-96.88991923345615
3.2,13.6,2.53,-42.4571695382865
9.9,5.5,1.24,-138.1343838662192
2.6,17.1,2.25,-125.50291754518376
10.5,12.9,2.72,-75.31142931347854
8.0,12.1,2.25,-13.674396028653724
5.8,13.9,1.24,8.863216697766008
8.3,14.7,2.72,-120.850814473745
10.8,6.8,2.53,118.4445647117616
12.1,12.4,2.72,-74.70782302871302
5.9,19.9,1.24,-142.43492763264757
5.9,6.7,2.53,160.8382169634331
6.3,11.0,2.25,27.26548609450367
10.4,15.7,2.53,-171.81538439212468
12.6,5.2,1.24,-133.01689467368453
11.4,5.5,2.72,163.95518616285267
12.7,19.9,2.53,2.667698571932158
12.7,11.1,2.72,-36.37110037398193
4.1,10.6,2.25,52.39599574186768
12.4,19.4,2.72,2.5708534098887754
13.7,5.3,2.72,148.06521732524246
11.5,11.5,2.53,-31.50181364373724
12.7,15.5,2.53,154.9838062156075
2.7,12.1,2.53,4.166450870515926
10.1,15.3,1.24,-34.08308265831141
6.1,7.8,1.24,165.35607197464458
10.1,8.7,2.25,70.58655851254632
12.8,6.2,2.25,141.50246250958068
6.7,4.3,2.25,-113.82353587539208
11.4,18.7,1.24,-126.29786701764608
4.0,13.3,2.72,-46.43976312949385
8.4,3.2,2.25,-82.74030344697097
9.8,17.0,2.25,173.52236646519452
10.8,20.0,1.24,-158.58180040784598
5.8,18.3,1.24,-103.07092742273284
5.2,8.6,2.25,108.4366975368141
13.2,8.2,2.72,37.28692578380557
9.7,4.4,2.72,-133.43773387158726
3.0,19.1,2.72,145.8343554476296
9.9,3.3,1.24,-80.82904595489691
4.4,2.3,1.24,-55.31283291156817
11.6,4.4,1.24,-109.71419022803732
12.6,16.1,2.53,127.9195448104545
6.2,15.9,2.72,-142.35737181849282
3.6,4.7,2.53,-122.08597783417405
11.4,9.9,2.53,12.603631260728696
6.0,10.5,2.72,23.17129063877071
5.0,14.1,2.72,-75.4456712094115
4.4,15.4,2.53,-100.84730995108973
2.8,7.2,1.24,-175.72403013281286
8.9,2.5,2.25,-62.86045156048515
7.1,8.5,2.72,78.66620149068648
11.2,19.8,2.72,10.218473574840091
8.1,4.9,2.72,-146.86170204953612
6.9,9.7,2.25,61.96570141199122
2.7,3.4,1.24,-81.83257209504247
4.6,5.5,2.25,-146.28141108753496
8.7,16.8,2.25,-163.91594607631018
7.2,3.6,2.25,-93.0215551047064
13.0,7.2,2.53,81.82199872837752
2.6,3.9,2.72,-98.90225897686368
7.5,19.4,1.24,-133.72122775642617
8.6,4.2,2.72,-121.12319046056732
3.5,14.1,1.24,7.425788069648952
8.6,19.6,1.24,-142.847971976094
12.5,16.7,2.25,142.59908350584553
4.4,6.7,1.24,-164.61169883456964
3.8,16.7,2.25,-120.38174540943136
2.6,19.3,1.24,-122.70982175013252
10.3,11.9,2.53,-34.120445836275046
2.2,4.1,1.24,-98.75567265025822
5.5,17.8,2.53,173.52456977648097
13.9,6.4,2.25,120.92388663183532
11.4,7.7,2.53,78.76376334131812
4.9,10.3,2.72,36.852671497346265
10.6,3.6,2.25,-98.21928365040588
3.6,13.5,2.25,-29.13733215210314
9.9,7.6,2.72,86.30241484053369
12.5,14.5,2.25,-118.96947345476843
13.0,2.8,2.72,-78.50158071852127
6.4,8.2,2.53,102.59441800486655
8.1,2.7,2.72,-69.35679074109527
10.5,19.5,2.53,43.79509544236457
10.7,18.3,2.72,59.58649858087004
7.8,8.9,1.24,133.28268883049336
6.6,2.7,1.24,-65.51993360771333
5.4,5.2,2.72,-145.85718125158573
2.9,6.6,2.25,-175.31664491402984
7.6,5.6,2.72,-172.52497915098402
4.0,6.8,2.25,174.03711381243806
7.0,15.7,2.25,-111.71963025725272
13.3,3.3,2.25,-92.80531687513718
8.3,3.8,1.24,-92.85926899199995
13.2,3.9,1.24,-97.34510504671772
3.0,14.8,1.24,-9.162273987288724
14.0,10.2,2.25,-0.8634814532577045
3.1,7.6,2.53,145.6370819938582
5.9,11.1,2.53,14.310076190324764
11.7,10.4,1.24,83.90294583922324
9.5,18.7,2.72,67.25374897897338
7.9,3.9,2.53,-105.89844109309612
5.7,7.9,2.25,128.441558078949
3.5,3.1,2.53,-77.27080704169668
5.6,10.7,1.24,90.4126665585303
4.0,11.2,1.24,80.35859140886014
6.0,6.1,2.72,177.33877573061017
3.2,9.2,2.53,91.81192219616648
12.3,6.9,2.25,115.48689345774442
13.9,2.0,2.53,-51.95272999685787
4.6,14.3,1.24,0.3506255761698485
10.8,2.4,2.72,-62.46680782473317
2.4,7.3,2.25,164.64652248907458
9.7,8.8,2.53,56.503845091564784
10.5,6.4,1.24,-163.9496060167504
2.4,5.1,2.25,-129.98657523530522
2.0,7.4,2.53,158.03650301783952
3.7,10.7,2.53,40.4522291717953
12.6,11.7,2.53,-44.57051223649901
5.3,14.6,2.25,-68.78695691666042
8.5,9.2,2.25,66.79675626589638
8.4,7.6,2.25,121.01176128812465
9.1,18.9,1.24,-125.6093875200665
6.2,13.7,2.72,-70.99192980103815
7.2,5.8,1.24,-143.82591797917115
7.2,12.3,2.72,-36.46171311946958
13.9,13.0,1.24,13.383874793158816
2.6,8.3,2.53,125.2146619951984
7.0,11.3,2.53,1.7876373500530112
11.8,9.8,2.25,25.293805075678176
9.4,14.9,2.53,-124.96676279021716
5.9,4.5,2.72,-123.17372230944322
13.0,9.4,2.53,14.570713924640827
3.0,17.0,1.24,-64.03933542342524
6.0,12.7,2.53,-32.00558928690772
12.8,17.1,2.72,63.538821950963104
10.2,14.7,1.24,-19.501903985004205
10.6,8.0,1.24,152.3511364022756
7.9,12.7,1.24,33.61634651672491
3.6,20.0,2.72,111.38239547473958
13.6,3.7,2.72,-120.36536239898298
12.8,10.6,1.24,75.85972223145683
7.5,8.4,2.53,87.1461327215438
12.3,11.3,1.24,60.07759732384567
6.1,14.3,2.72,-88.47947934622714
6.6,13.6,2.53,-61.94709146770666
11.9,7.0,2.53,100.1962617624018
3.1,14.2,2.25,-46.65511933103893
13.6,8.1,2.53,41.3583571914646
2.0,5.2,2.53,-134.32547379278847
5.6,12.8,2.72,-41.09651418959384
2.5,6.7,2.53,178.53499781756844
7.5,15.0,2.25,-93.95336571086116
11.8,3.2,2.53,-89.43466094784193
13.1,19.8,2.25,24.552435270878448
8.5,13.6,1.24,10.4516708623539
12.0,8.6,2.72,34.64613936091905
9.0,19.4,2.72,52.93236330325952
11.3,3.9,2.53,-115.0274543359485
2.1,6.8,2.72,174.14635694099363
8.0,5.5,2.53,-165.59886763059413
5.0,7.6,1.24,171.73568838216514
5.9,2.3,2.72,-57.21964363946751
13.8,2.6,2.25,-69.62766703462283
4.5,19.2,2.53,139.20829323416055
8.4,5.4,2.25,-156.639667057935
4.7,4.9,2.53,-130.98925068458195
9.1,14.5,1.24,-13.03958897100362
14.0,18.9,2.72,-5.007358887905609
3.4,14.6,2.72,-80.87012315032139
13.7,3.2,1.24,-79.08563960456807
3.3,17.4,2.53,-153.2990707616303
4.3,5.0,2.72,-135.1342623741664
10.1,13.1,1.24,19.38938164095337
3.4,8.1,1.24,160.6439750947477
2.9,19.7,2.53,139.76798683645944
10.3,3.1,2.72,-84.76882799901588
2.2,17.2,2.53,-140.67722603527412
13.9,15.1,2.72,117.58152196757383
8.6,8.6,2.53,71.42992113883876
6.7,6.5,1.24,-161.3219967825245
10.8,4.6,2.72,-147.634015391246
13.5,10.9,2.25,-17.01727728072128
6.8,16.8,2.72,178.22559661595145
10.6,18.9,2.53,60.50209757948465
9.5,16.5,2.72,150.10915478398667
11.5,18.1,2.25,102.8191708667642
9.4,4.0,1.24,-98.39150105835634
6.7,15.2,2.72,-123.06921860961484
12.5,3.5,2.72,-105.2020273853898
4.7,7.1,2.53,153.73628080911885
11.9,11.4,2.25,-16.721793978063126
14.0,16.8,1.24,-81.18740282263359
5.4,9.6,2.53,63.1917703809963
10.8,17.8,1.24,-99.78443303437568
10.4,9.1,2.72,33.405873536352935
7.2,14.5,2.72,-103.79595794728516
8.1,15.9,2.25,-126.80034866159691
13.5,17.5,1.24,-99.13019616921616
13.6,12.5,2.25,-62.54883575093278
11.1,9.5,1.24,110.36141914060744
6.9,5.3,2.53,-152.49577585215192
2.4,11.7,1.24,69.84649369509336
9.3,11.1,2.53,-6.643437860394831
9.1,5.7,2.53,179.25955481419246
6.4,19.2,1.24,-125.6615665616662
12.8,8.4,1.24,135.67819213561188
9.8,10.4,2.53,8.793926396237605
9.8,8.2,2.72,66.15207528185684
5.6,17.2,2.53,-167.54269981217564
2.8,15.9,2.53,-106.40025053594776
5.6,8.5,1.24,147.59141255540592
4.8,13.1,2.25,-23.842780504611063
6.3,15.4,1.24,-29.784592224919965
12.4,15.1,1.24,-33.76523883878087
3.9,16.1,2.53,-118.73620413508372
3.9,7.4,1.24,177.78638324885026
8.2,15.3,2.53,-128.15069358973798
9.6,2.8,2.53,-73.07653439473283
3.9,18.3,2.53,174.88413379874683
10.0,7.1,1.24,178.11584329439927
12.4,8.5,2.25,58.48581261947987
11.6,15.3,2.53,-178.35149292850744
5.2,10.8,2.25,39.648706636813294
5.9,13.3,2.25,-34.930729441476345
4.2,14.4,2.25,-57.46144731524728
7.6,12.2,2.53,-26.6448863317067
6.2,5.0,2.25,-134.76764231295886
5.4,3.1,1.24,-75.21094332606548
13.3,18.6,2.53,25.68957039444103
7.1,2.0,1.24,-48.59967516898436
6.8,5.9,2.25,-167.6844036730014
9.4,10.5,2.72,0.973045350531986
2.7,18.7,2.25,-171.56513497787734
4.5,12.6,2.72,-29.04418261665
11.0,7.8,2.72,69.02913936501857
9.2,13.9,2.25,-70.34532877229135
4.4,17.6,2.53,-169.15021278587835
12.4,6.3,2.53,124.78124059132168
7.3,11.8,1.24,57.71544741793437
8.7,19.0,2.25,115.64744366127174
8.5,7.0,2.25,142.02566761510602
4.2,18.8,1.24,-113.05134741796672
3.0,3.8,2.53,-95.56014927569429
7.8,15.4,2.72,-140.98518699319678
2.3,12.2,2.72,-4.279179448164555
7.4,17.7,2.72,137.24544994960522
9.0,10.7,1.24,83.54489970754453
10.1,6.5,2.25,150.574882232583
2.4,2.9,2.53,-71.5416465730572
10.8,15.6,2.25,-142.63312675094363
4.0,17.7,2.72,179.94777989243752
9.4,12.7,2.72,-61.41560584490411
9.6,13.8,1.24,3.792229503028016
11.5,13.7,2.53,-104.31800594448416
2.5,19.8,2.72,130.26428395061953
12.5,10.1,2.53,-0.3914715880865785
6.9,3.1,2.53,-79.45207074336837
7.0,17.9,1.24,-95.100517297886
6.1,18.7,2.53,135.8893579722107
8.9,15.6,2.72,-162.29192244431496
5.6,15.0,2.72,-107.620971314917
6.6,9.2,2.72,58.99990445317835
6.4,12.6,2.25,-18.099368539860443
9.9,9.8,2.72,16.429307404059013
10.4,6.9,2.72,108.74394756064994
14.0,5.8,2.53,129.39786205266742
13.5,4.3,2.53,-144.67608110853467
6.4,14.8,2.25,-81.08755124328265
4.4,4.5,1.24,-109.61299857728132
13.2,19.2,2.25,39.43989218994124
5.5,11.2,2.72,5.860410460504229
8.8,18.4,2.25,137.3324822249145
13.2,17.0,2.53,74.22654213061386
3.0,10.4,2.25,64.75615097069256
5.1,7.0,2.25,162.7927203018332
7.3,16.1,2.72,-162.27983965877286
9.3,4.6,1.24,-113.38543908684332
12.9,16.6,1.24,-74.84689913719812
4.6,12.1,1.24,56.17152485643076
13.8,4.8,1.24,-123.11406343842788
7.4,9.0,2.25,80.50864101926145
11.7,3.8,2.25,-107.79528627291752
8.4,16.3,2.72,176.12712400578224
6.2,11.6,1.24,66.16139206182142
7.4,4.6,2.53,-129.1710180496315
10.9,12.8,2.53,-64.03725682179181
13.2,10.4,2.72,-20.16191511183704
12.9,3.4,2.53,-99.4523515591662
3.5,18.4,2.72,162.7392403671954
3.3,10.8,2.72,32.70883561800282
12.9,5.6,2.53,153.4759308142728
10.2,10.3,2.25,22.49700915029217
2.4,13.9,1.24,14.17811144802062
8.2,10.9,2.53,5.278493966377708
12.9,7.8,2.25,77.12444537190724
6.9,14.1,1.24,0.7964274673722992
5.6,6.3,1.24,-155.13641571249852
4.8,10.9,2.53,27.118907218585413
4.4,19.8,2.25,141.2419473699897
6.8,8.1,2.25,114.57550599686256
9.4,17.1,2.53,148.0282898984877
5.2,19.5,2.72,106.44800773879038
9.8,6.0,2.72,153.4371897327234
12.0,10.8,2.53,-15.421361402007566
3.1,18.6,1.24,-105.94327006772826
11.0,16.6,2.53,140.1016750092056
10.1,19.6,2.72,29.33199479316369
7.9,17.0,2.72,155.3494076722529
13.4,4.9,2.25,-161.63329340203734
3.1,9.8,2.53,73.03640950315706
9.5,12.2,1.24,43.18416235945096
4.8,8.7,2.53,97.36333081745204
2.3,18.8,2.53,172.23232797754068
9.3,6.7,2.72,127.2679088751304
12.3,20.0,2.72,-11.832345148466468
8.9,20.0,2.53,52.90159465126151
12.3,15.6,2.72,132.43442369974997
4.5,8.3,1.24,154.2733994354345
9.8,3.8,2.72,-109.29366664732976
4.1,15.0,1.24,-15.726171715927764
5.5,15.6,2.53,-115.30686591714188
2.1,20.0,1.24,-138.2128720448152
10.7,14.0,1.24,-4.138128702063483
13.6,10.3,2.53,-16.42226697291788
11.2,15.4,2.72,168.42605251700084
11.3,12.7,2.25,-48.76052403315556
8.7,12.4,2.53,-38.95165013286791
5.4,14.0,2.53,-66.04298838569689
4.9,12.5,2.53,-19.96645574612793
5.5,4.7,1.24,-115.06252013386953
13.7,14.1,2.53,-158.123841499513
4.8,2.1,2.72,-51.79387962215807
8.6,2.0,2.72,-49.98783093537131
4.5,10.5,1.24,97.64060471053332
7.4,11.2,2.25,15.120353967090477
3.7,6.3,2.72,-176.92956715082775
6.7,13.0,2.72,-53.97038953925508
11.8,18.5,2.72,36.15909040451678
12.1,10.2,2.72,-9.01286746880841
13.0,13.8,2.25,-96.34841572766172
8.6,15.2,2.25,-107.77007228331298
12.2,7.5,1.24,163.38878938155074
10.8,11.2,2.25,-4.913922206620834
2.4,18.2,2.72,179.2825681025627
3.7,19.5,1.24,-128.33502169846025
4.8,6.5,2.72,169.6259665648354
4.9,16.9,2.25,-133.07395610904015
4.1,4.0,2.53,-102.63895947986248
4.8,15.3,2.25,-85.92281670678244
5.3,12.4,2.25,-6.842211875795306
13.6,5.9,2.72,116.45086723829026
6.4,3.8,2.72,-101.51976152188476
5.7,5.7,2.25,-156.4858444066172
7.1,10.7,2.72,10.257055860181636
5.7,18.8,2.72,123.45832099383588
11.3,17.1,1.24,-83.14494029285038
6.5,12.0,2.53,-14.814949135153311
3.4,3.7,2.25,-92.51118025507516
9.7,13.2,2.25,-52.86811494298873
6.5,3.2,2.72,-82.64839768107167
6.5,18.6,2.25,157.5751509803526
2.7,16.5,2.25,-109.11132601541296
12.6,18.3,2.25,80.18465339604461
7.7,11.6,2.72,-18.78348867039193
2.9,15.3,2.72,-98.6013054822088
13.1,4.4,2.72,-152.2273241882254
5.4,11.8,2.53,-2.9299151357989768
9.7,2.2,2.72,-55.94017116547293
10.3,16.3,2.25,-165.00057874017264
4.4,13.2,2.53,-37.45117647327124
13.7,7.5,2.72,50.62247018069016
10.4,11.3,2.53,-18.435524489579763
8.7,8.0,2.72,82.42031654898155
12.7,2.4,2.25,-62.29866253685022
9.0,6.3,2.25,165.69775039345444
2.2,8.4,2.72,119.73754807865568
8.0,16.5,1.24,-59.96973183437785
12.1,3.7,1.24,-91.99056188025334
11.1,16.0,2.72,142.19297735323127
9.2,9.5,2.53,39.42999304928654
2.1,4.6,2.72,-117.8796745948912
10.9,15.0,2.25,-120.63655898121556
7.6,16.6,2.25,-146.19361708975904
10.3,5.3,2.72,-177.74767862267308
11.3,8.3,2.25,74.0026911366146
12.0,13.0,2.53,-82.61556108244108
2.3,7.9,1.24,167.02085631171138
11.6,8.8,1.24,128.18430214594082
9.1,16.7,1.24,-68.3559205647854
2.9,4.4,2.25,-111.09147753078884
5.0,11.9,2.72,-11.353854648065957
3.5,5.3,2.25,-137.6756754401772
9.1,3.5,2.53,-94.70105767206746
8.7,3.6,2.72,-99.18272343456704
2.8,5.0,1.24,-120.92737099870062
13.9,19.5,2.53,-2.8433618176621334
5.0,9.7,2.72,55.28438941670287
5.9,17.7,2.25,-167.43526271163506
5.7,14.5,1.24,-6.9298534173699045
2.4,16.0,2.72,-116.0537845021628
8.5,4.8,2.53,-140.42353228931702
5.1,2.6,2.25,-64.26135293003891
7.1,17.3,2.25,-164.92422239867653
13.5,13.1,2.25,-81.76333268892286
13.2,14.8,2.53,169.90906734918127
3.3,13.0,2.53,-25.546977530251592
9.4,6.2,1.24,-156.47451493567564
6.5,9.8,2.53,49.06674310506512
10.9,17.2,2.25,151.2595312707666
8.4,12.0,1.24,50.28361671029975
5.2,2.0,2.53,-49.19852134342605
8.1,13.7,2.25,-58.414341095747766
12.5,12.3,2.25,-43.99971356023069
11.0,10.0,2.72,4.197342885062507
4.4,11.0,2.72,18.810671613325518
3.9,5.2,1.24,-126.15474716038516
6.6,15.8,2.53,-130.24130564078578
12.6,9.5,2.72,6.30909910329693
10.6,12.4,1.24,36.38657226166672
10.0,4.9,2.25,-144.34235866617243
3.7,4.1,2.72,-105.87879968772712
2.9,17.5,2.72,-163.3412813091566
12.8,4.0,2.25,-118.78389932274068
7.3,5.2,2.25,-145.1443120229551
8.1,7.1,2.53,129.30617782103926
7.8,6.7,1.24,-167.71071266635423
8.3,10.3,2.72,14.482233735190558
5.3,3.6,2.72,-93.65116984080368
4.8,4.3,2.72,-114.06516625937977
12.9,18.7,2.72,16.755452142584414
13.1,15.4,2.25,-177.60958192281038
9.6,5.0,2.53,-153.63978663889688
6.6,4.9,1.24,-119.87439949993622
9.5,10.0,1.24,100.60259627097231
10.5,2.0,2.25,-49.88476989034902
12.9,10.0,2.25,13.3801310464634
3.0,8.2,2.25,134.14489625169523
8.6,6.4,2.53,153.4118665027466
7.3,18.3,2.72,116.76808849651042
9.7,11.0,2.25,6.53845083877435
9.0,12.9,1.24,26.83541611694036
4.7,9.3,2.25,88.94431506977462
3.2,2.7,1.24,-64.94682612294133
2.1,9.0,2.53,105.4792348623642
2.6,14.9,2.25,-63.74488729293185
6.0,19.3,2.25,140.36294883961236
11.6,6.6,1.24,-171.11392964359015
6.2,18.1,2.72,140.8806381885625
9.7,17.6,1.24,-92.9717365929002
14.0,8.0,2.25,58.95367309508829
10.1,17.4,2.72,99.27796936530828
8.6,10.8,2.25,18.769441579875277
